CaseAcc,Animal,DateCollected,Age,Sex,waypoint,Measurement,MeasureValue,MeasurementUnit
15499-8,Snapper: Bluestriped,9/14/01,Adult,Female,Sand Island Oahu FR2,Weight carcass,185.3,g
15499-8,Snapper: Bluestriped,9/14/01,Adult,Female,Sand Island Oahu FR2,Weight liver,1.377,g
15499-8,Snapper: Bluestriped,9/14/01,Adult,Female,Sand Island Oahu FR2,Fork length,22,cm
15499-8,Snapper: Bluestriped,9/14/01,Adult,Female,Sand Island Oahu FR2,Total length,22,cm
15499-9,Snapper: Bluestriped,9/14/01,Adult,Male,Sand Island Oahu FR2,Weight carcass,262.8,g
15499-9,Snapper: Bluestriped,9/14/01,Adult,Male,Sand Island Oahu FR2,Weight liver,1.917,g
15499-9,Snapper: Bluestriped,9/14/01,Adult,Male,Sand Island Oahu FR2,Fork length,24.5,cm
15499-9,Snapper: Bluestriped,9/14/01,Adult,Male,Sand Island Oahu FR2,Total length,24.5,cm
15499-10,Snapper: Bluestriped,9/20/01,Adult,Female,Sand Island Oahu FR2,Weight carcass,151.5,g
15499-10,Snapper: Bluestriped,9/20/01,Adult,Female,Sand Island Oahu FR2,Weight liver,1.439,g
15499-10,Snapper: Bluestriped,9/20/01,Adult,Female,Sand Island Oahu FR2,Fork length,20.5,cm
15499-10,Snapper: Bluestriped,9/20/01,Adult,Female,Sand Island Oahu FR2,Total length,21,cm
15499-4,Snapper: Bluestriped,9/14/01,Adult,Female,Sand Island Oahu FR2,Weight carcass,188.2,g
15499-4,Snapper: Bluestriped,9/14/01,Adult,Female,Sand Island Oahu FR2,Weight liver,1.914,g
15499-4,Snapper: Bluestriped,9/14/01,Adult,Female,Sand Island Oahu FR2,Fork length,21.5,cm
15499-4,Snapper: Bluestriped,9/14/01,Adult,Female,Sand Island Oahu FR2,Total length,21.5,cm
17611-7,Snapper: Bluestriped,9/8/02,Adult,Male,Sand Island Oahu FR2,Weight carcass,260.8,g
17611-7,Snapper: Bluestriped,9/8/02,Adult,Male,Sand Island Oahu FR2,Weight liver,1.679,g
17611-7,Snapper: Bluestriped,9/8/02,Adult,Male,Sand Island Oahu FR2,Fork length,24.5,cm
17611-7,Snapper: Bluestriped,9/8/02,Adult,Male,Sand Island Oahu FR2,Total length,25,cm
17611-1,Snapper: Bluestriped,9/8/02,Adult,Male,Sand Island Oahu FR2,Weight carcass,212.3,g
17611-1,Snapper: Bluestriped,9/8/02,Adult,Male,Sand Island Oahu FR2,Weight liver,2.656,g
17611-1,Snapper: Bluestriped,9/8/02,Adult,Male,Sand Island Oahu FR2,Fork length,22.5,cm
17611-1,Snapper: Bluestriped,9/8/02,Adult,Male,Sand Island Oahu FR2,Total length,23,cm
17611-2,Snapper: Bluestriped,9/8/02,Adult,Female,Sand Island Oahu FR2,Weight carcass,173.2,g
17611-2,Snapper: Bluestriped,9/8/02,Adult,Female,Sand Island Oahu FR2,Weight liver,1.525,g
17611-2,Snapper: Bluestriped,9/8/02,Adult,Female,Sand Island Oahu FR2,Fork length,21.5,cm
17611-2,Snapper: Bluestriped,9/8/02,Adult,Female,Sand Island Oahu FR2,Total length,22,cm
17611-3,Snapper: Bluestriped,9/8/02,Adult,Female,Sand Island Oahu FR2,Weight carcass,173.8,g
17611-3,Snapper: Bluestriped,9/8/02,Adult,Female,Sand Island Oahu FR2,Weight liver,1.318,g
17611-3,Snapper: Bluestriped,9/8/02,Adult,Female,Sand Island Oahu FR2,Fork length,21.5,cm
17611-3,Snapper: Bluestriped,9/8/02,Adult,Female,Sand Island Oahu FR2,Total length,22,cm
17611-4,Snapper: Bluestriped,9/8/02,Adult,Male,Sand Island Oahu FR2,Weight carcass,256.7,g
17611-4,Snapper: Bluestriped,9/8/02,Adult,Male,Sand Island Oahu FR2,Weight liver,2.319,g
17611-4,Snapper: Bluestriped,9/8/02,Adult,Male,Sand Island Oahu FR2,Fork length,24.5,cm
17611-4,Snapper: Bluestriped,9/8/02,Adult,Male,Sand Island Oahu FR2,Total length,25,cm
17611-6,Snapper: Bluestriped,9/8/02,Adult,Female,Sand Island Oahu FR2,Weight carcass,222.7,g
17611-6,Snapper: Bluestriped,9/8/02,Adult,Female,Sand Island Oahu FR2,Weight liver,2.448,g
17611-6,Snapper: Bluestriped,9/8/02,Adult,Female,Sand Island Oahu FR2,Fork length,23.5,cm
17611-6,Snapper: Bluestriped,9/8/02,Adult,Female,Sand Island Oahu FR2,Total length,24.5,cm
17611-8,Snapper: Bluestriped,9/8/02,Adult,Male,Sand Island Oahu FR2,Weight carcass,230.1,g
17611-8,Snapper: Bluestriped,9/8/02,Adult,Male,Sand Island Oahu FR2,Weight liver,1.26,g
17611-8,Snapper: Bluestriped,9/8/02,Adult,Male,Sand Island Oahu FR2,Fork length,23.5,cm
17611-8,Snapper: Bluestriped,9/8/02,Adult,Male,Sand Island Oahu FR2,Total length,24.5,cm
17611-9,Snapper: Bluestriped,9/8/02,Adult,Female,Sand Island Oahu FR2,Weight carcass,184.8,g
17611-9,Snapper: Bluestriped,9/8/02,Adult,Female,Sand Island Oahu FR2,Weight liver,1.449,g
17611-9,Snapper: Bluestriped,9/8/02,Adult,Female,Sand Island Oahu FR2,Fork length,22.5,cm
17611-9,Snapper: Bluestriped,9/8/02,Adult,Female,Sand Island Oahu FR2,Total length,23,cm
17611-10,Snapper: Bluestriped,9/8/02,Adult,Female,Sand Island Oahu FR2,Weight carcass,183.7,g
17611-10,Snapper: Bluestriped,9/8/02,Adult,Female,Sand Island Oahu FR2,Weight liver,1.756,g
17611-10,Snapper: Bluestriped,9/8/02,Adult,Female,Sand Island Oahu FR2,Fork length,22,cm
17611-10,Snapper: Bluestriped,9/8/02,Adult,Female,Sand Island Oahu FR2,Total length,23,cm
17611-5,Snapper: Bluestriped,9/8/02,Adult,Male,Sand Island Oahu FR2,Weight carcass,262,g
17611-5,Snapper: Bluestriped,9/8/02,Adult,Male,Sand Island Oahu FR2,Weight liver,1.84,g
17611-5,Snapper: Bluestriped,9/8/02,Adult,Male,Sand Island Oahu FR2,Fork length,25.5,cm
17611-5,Snapper: Bluestriped,9/8/02,Adult,Male,Sand Island Oahu FR2,Total length,26,cm
17742-19,Snapper: Bluestriped,9/21/03,Adult,Female,Sand Island Oahu FR2,Weight carcass,211.5,g
17742-19,Snapper: Bluestriped,9/21/03,Adult,Female,Sand Island Oahu FR2,Weight liver,1.889,g
17742-19,Snapper: Bluestriped,9/21/03,Adult,Female,Sand Island Oahu FR2,Fork length,23,cm
17742-19,Snapper: Bluestriped,9/21/03,Adult,Female,Sand Island Oahu FR2,Total length,24.3,cm
17742-14,Snapper: Bluestriped,9/21/03,Adult,Male,Sand Island Oahu FR2,Weight carcass,334.1,g
17742-14,Snapper: Bluestriped,9/21/03,Adult,Male,Sand Island Oahu FR2,Weight liver,3.017,g
17742-14,Snapper: Bluestriped,9/21/03,Adult,Male,Sand Island Oahu FR2,Fork length,26.7,cm
17742-14,Snapper: Bluestriped,9/21/03,Adult,Male,Sand Island Oahu FR2,Total length,28.2,cm
17742-11,Snapper: Bluestriped,9/21/03,Adult,Male,Sand Island Oahu FR2,Weight carcass,313.5,g
17742-11,Snapper: Bluestriped,9/21/03,Adult,Male,Sand Island Oahu FR2,Weight liver,1.726,g
17742-11,Snapper: Bluestriped,9/21/03,Adult,Male,Sand Island Oahu FR2,Fork length,26.1,cm
17742-11,Snapper: Bluestriped,9/21/03,Adult,Male,Sand Island Oahu FR2,Total length,26.8,cm
17742-13,Snapper: Bluestriped,9/21/03,Adult,Male,Sand Island Oahu FR2,Weight carcass,271.3,g
17742-13,Snapper: Bluestriped,9/21/03,Adult,Male,Sand Island Oahu FR2,Weight liver,1.612,g
17742-13,Snapper: Bluestriped,9/21/03,Adult,Male,Sand Island Oahu FR2,Fork length,24.7,cm
17742-13,Snapper: Bluestriped,9/21/03,Adult,Male,Sand Island Oahu FR2,Total length,25.7,cm
17742-15,Snapper: Bluestriped,9/21/03,Adult,Male,Sand Island Oahu FR2,Weight carcass,178.2,g
17742-15,Snapper: Bluestriped,9/21/03,Adult,Male,Sand Island Oahu FR2,Weight liver,0.865,g
17742-15,Snapper: Bluestriped,9/21/03,Adult,Male,Sand Island Oahu FR2,Fork length,21.9,cm
17742-15,Snapper: Bluestriped,9/21/03,Adult,Male,Sand Island Oahu FR2,Total length,22.8,cm
17742-16,Snapper: Bluestriped,9/21/03,Adult,Male,Sand Island Oahu FR2,Weight carcass,230.8,g
17742-16,Snapper: Bluestriped,9/21/03,Adult,Male,Sand Island Oahu FR2,Weight liver,1.734,g
17742-16,Snapper: Bluestriped,9/21/03,Adult,Male,Sand Island Oahu FR2,Fork length,23.9,cm
17742-16,Snapper: Bluestriped,9/21/03,Adult,Male,Sand Island Oahu FR2,Total length,25.2,cm
17742-17,Snapper: Bluestriped,9/21/03,Adult,Male,Sand Island Oahu FR2,Weight carcass,286.6,g
17742-17,Snapper: Bluestriped,9/21/03,Adult,Male,Sand Island Oahu FR2,Weight liver,1.485,g
17742-17,Snapper: Bluestriped,9/21/03,Adult,Male,Sand Island Oahu FR2,Fork length,25.2,cm
17742-17,Snapper: Bluestriped,9/21/03,Adult,Male,Sand Island Oahu FR2,Total length,26.4,cm
17742-18,Snapper: Bluestriped,9/21/03,Adult,Male,Sand Island Oahu FR2,Weight carcass,250.3,g
17742-18,Snapper: Bluestriped,9/21/03,Adult,Male,Sand Island Oahu FR2,Weight liver,1.382,g
17742-18,Snapper: Bluestriped,9/21/03,Adult,Male,Sand Island Oahu FR2,Fork length,25.1,cm
17742-18,Snapper: Bluestriped,9/21/03,Adult,Male,Sand Island Oahu FR2,Total length,26.9,cm
17742-20,Snapper: Bluestriped,9/21/03,Adult,Male,Sand Island Oahu FR2,Weight carcass,208.8,g
17742-20,Snapper: Bluestriped,9/21/03,Adult,Male,Sand Island Oahu FR2,Weight liver,1.312,g
17742-20,Snapper: Bluestriped,9/21/03,Adult,Male,Sand Island Oahu FR2,Fork length,22.8,cm
17742-20,Snapper: Bluestriped,9/21/03,Adult,Male,Sand Island Oahu FR2,Total length,23.9,cm
17742-12,Snapper: Bluestriped,9/21/03,Adult,Male,Sand Island Oahu FR2,Weight carcass,263.4,g
17742-12,Snapper: Bluestriped,9/21/03,Adult,Male,Sand Island Oahu FR2,Weight liver,1.82,g
17742-12,Snapper: Bluestriped,9/21/03,Adult,Male,Sand Island Oahu FR2,Fork length,25.2,cm
17742-12,Snapper: Bluestriped,9/21/03,Adult,Male,Sand Island Oahu FR2,Total length,26.9,cm
17866-9,Snapper: Bluestriped,8/11/04,Adult,Female,Sand Island Oahu FR2,Weight carcass,144.8,g
17866-9,Snapper: Bluestriped,8/11/04,Adult,Female,Sand Island Oahu FR2,Weight liver,0.672,g
17866-9,Snapper: Bluestriped,8/11/04,Adult,Female,Sand Island Oahu FR2,Fork length,20.1,cm
17866-9,Snapper: Bluestriped,8/11/04,Adult,Female,Sand Island Oahu FR2,Total length,21.2,cm
17866-3,Snapper: Bluestriped,8/11/04,Adult,Male,Sand Island Oahu FR2,Fork length,18.5,cm
17866-3,Snapper: Bluestriped,8/11/04,Adult,Male,Sand Island Oahu FR2,Total length,19.3,cm
17866-3,Snapper: Bluestriped,8/11/04,Adult,Male,Sand Island Oahu FR2,Weight carcass,105.2,g
17866-3,Snapper: Bluestriped,8/11/04,Adult,Male,Sand Island Oahu FR2,Weight liver,0.692,g
17866-4,Snapper: Bluestriped,8/11/04,Adult,Female,Sand Island Oahu FR2,Weight liver,2.065,g
17866-4,Snapper: Bluestriped,8/11/04,Adult,Female,Sand Island Oahu FR2,Weight carcass,212,g
17866-4,Snapper: Bluestriped,8/11/04,Adult,Female,Sand Island Oahu FR2,Fork length,23.2,cm
17866-4,Snapper: Bluestriped,8/11/04,Adult,Female,Sand Island Oahu FR2,Total length,23.9,cm
17866-5,Snapper: Bluestriped,8/11/04,Adult,Male,Sand Island Oahu FR2,Weight carcass,162.1,g
17866-5,Snapper: Bluestriped,8/11/04,Adult,Male,Sand Island Oahu FR2,Weight liver,0.864,g
17866-5,Snapper: Bluestriped,8/11/04,Adult,Male,Sand Island Oahu FR2,Fork length,20.4,cm
17866-5,Snapper: Bluestriped,8/11/04,Adult,Male,Sand Island Oahu FR2,Total length,23.4,cm
17866-6,Snapper: Bluestriped,8/11/04,Adult,Female,Sand Island Oahu FR2,Fork length,18.9,cm
17866-6,Snapper: Bluestriped,8/11/04,Adult,Female,Sand Island Oahu FR2,Total length,19.6,cm
17866-6,Snapper: Bluestriped,8/11/04,Adult,Female,Sand Island Oahu FR2,Weight carcass,116.3,g
17866-6,Snapper: Bluestriped,8/11/04,Adult,Female,Sand Island Oahu FR2,Weight liver,0.775,g
17866-8,Snapper: Bluestriped,8/11/04,Adult,Male,Sand Island Oahu FR2,Weight liver,1.489,g
17866-8,Snapper: Bluestriped,8/11/04,Adult,Male,Sand Island Oahu FR2,Weight carcass,255.4,g
17866-8,Snapper: Bluestriped,8/11/04,Adult,Male,Sand Island Oahu FR2,Fork length,24.9,cm
17866-8,Snapper: Bluestriped,8/11/04,Adult,Male,Sand Island Oahu FR2,Total length,26.3,cm
17866-10,Snapper: Bluestriped,8/11/04,Adult,Male,Sand Island Oahu FR2,Fork length,19.4,cm
17866-10,Snapper: Bluestriped,8/11/04,Adult,Male,Sand Island Oahu FR2,Weight carcass,124.8,g
17866-10,Snapper: Bluestriped,8/11/04,Adult,Male,Sand Island Oahu FR2,Weight liver,0.869,g
17866-10,Snapper: Bluestriped,8/11/04,Adult,Male,Sand Island Oahu FR2,Total length,20.5,cm
17866-11,Snapper: Bluestriped,8/11/04,Adult,Female,Sand Island Oahu FR2,Weight liver,1.525,g
17866-11,Snapper: Bluestriped,8/11/04,Adult,Female,Sand Island Oahu FR2,Weight carcass,136,g
17866-11,Snapper: Bluestriped,8/11/04,Adult,Female,Sand Island Oahu FR2,Fork length,19.8,cm
17866-11,Snapper: Bluestriped,8/11/04,Adult,Female,Sand Island Oahu FR2,Total length,20.6,cm
17866-12,Snapper: Bluestriped,8/11/04,Adult,Male,Sand Island Oahu FR2,Weight liver,1.286,g
17866-12,Snapper: Bluestriped,8/11/04,Adult,Male,Sand Island Oahu FR2,Weight carcass,215.6,g
17866-12,Snapper: Bluestriped,8/11/04,Adult,Male,Sand Island Oahu FR2,Fork length,23.6,cm
17866-12,Snapper: Bluestriped,8/11/04,Adult,Male,Sand Island Oahu FR2,Total length,24.8,cm
17866-7,Snapper: Bluestriped,8/11/04,Adult,Male,Sand Island Oahu FR2,Fork length,18.8,cm
17866-7,Snapper: Bluestriped,8/11/04,Adult,Male,Sand Island Oahu FR2,Total length,19.3,cm
17866-7,Snapper: Bluestriped,8/11/04,Adult,Male,Sand Island Oahu FR2,Weight carcass,104.8,g
17866-7,Snapper: Bluestriped,8/11/04,Adult,Male,Sand Island Oahu FR2,Weight liver,0.768,g
20702-34,Snapper: Bluestriped,10/30/05,Adult,Male,Sand Island Oahu FR2,Weight liver,1.445,g
20702-34,Snapper: Bluestriped,10/30/05,Adult,Male,Sand Island Oahu FR2,Weight carcass,220.7,g
20702-34,Snapper: Bluestriped,10/30/05,Adult,Male,Sand Island Oahu FR2,Fork length,23.4,cm
20702-34,Snapper: Bluestriped,10/30/05,Adult,Male,Sand Island Oahu FR2,Total length,24.5,cm
20702-33,Snapper: Bluestriped,10/30/05,Adult,Male,Sand Island Oahu FR2,Weight liver,1.834,g
20702-33,Snapper: Bluestriped,10/30/05,Adult,Male,Sand Island Oahu FR2,Weight carcass,257.6,g
20702-33,Snapper: Bluestriped,10/30/05,Adult,Male,Sand Island Oahu FR2,Fork length,24.2,cm
20702-33,Snapper: Bluestriped,10/30/05,Adult,Male,Sand Island Oahu FR2,Total length,25.9,cm
20702-32,Snapper: Bluestriped,10/30/05,Adult,Female,Sand Island Oahu FR2,Weight liver,1.482,g
20702-32,Snapper: Bluestriped,10/30/05,Adult,Female,Sand Island Oahu FR2,Weight carcass,171.9,g
20702-32,Snapper: Bluestriped,10/30/05,Adult,Female,Sand Island Oahu FR2,Fork length,21.8,cm
20702-32,Snapper: Bluestriped,10/30/05,Adult,Female,Sand Island Oahu FR2,Total length,22.7,cm
20702-31,Snapper: Bluestriped,10/30/05,Adult,Male,Sand Island Oahu FR2,Weight liver,0.952,g
20702-31,Snapper: Bluestriped,10/30/05,Adult,Male,Sand Island Oahu FR2,Weight carcass,191.6,g
20702-31,Snapper: Bluestriped,10/30/05,Adult,Male,Sand Island Oahu FR2,Fork length,22.4,cm
20702-31,Snapper: Bluestriped,10/30/05,Adult,Male,Sand Island Oahu FR2,Total length,23.6,cm
20702-40,Snapper: Bluestriped,10/30/05,Adult,Male,Sand Island Oahu FR2,Weight liver,0.966,g
20702-40,Snapper: Bluestriped,10/30/05,Adult,Male,Sand Island Oahu FR2,Weight carcass,194.9,g
20702-40,Snapper: Bluestriped,10/30/05,Adult,Male,Sand Island Oahu FR2,Fork length,22.4,cm
20702-40,Snapper: Bluestriped,10/30/05,Adult,Male,Sand Island Oahu FR2,Total length,24,cm
20702-39,Snapper: Bluestriped,10/30/05,Adult,Male,Sand Island Oahu FR2,Weight liver,1.375,g
20702-39,Snapper: Bluestriped,10/30/05,Adult,Male,Sand Island Oahu FR2,Weight carcass,181.3,g
20702-39,Snapper: Bluestriped,10/30/05,Adult,Male,Sand Island Oahu FR2,Fork length,22.1,cm
20702-39,Snapper: Bluestriped,10/30/05,Adult,Male,Sand Island Oahu FR2,Total length,22.8,cm
20702-38,Snapper: Bluestriped,10/30/05,Adult,Female,Sand Island Oahu FR2,Weight liver,2.006,g
20702-38,Snapper: Bluestriped,10/30/05,Adult,Female,Sand Island Oahu FR2,Weight carcass,188.1,g
20702-38,Snapper: Bluestriped,10/30/05,Adult,Female,Sand Island Oahu FR2,Fork length,21.9,cm
20702-38,Snapper: Bluestriped,10/30/05,Adult,Female,Sand Island Oahu FR2,Total length,22.9,cm
20702-35,Snapper: Bluestriped,10/30/05,Adult,Male,Sand Island Oahu FR2,Weight liver,2.993,g
20702-35,Snapper: Bluestriped,10/30/05,Adult,Male,Sand Island Oahu FR2,Weight carcass,314.5,g
20702-35,Snapper: Bluestriped,10/30/05,Adult,Male,Sand Island Oahu FR2,Fork length,25.4,cm
20702-35,Snapper: Bluestriped,10/30/05,Adult,Male,Sand Island Oahu FR2,Total length,26.3,cm
20702-36,Snapper: Bluestriped,10/30/05,Adult,Male,Sand Island Oahu FR2,Weight liver,1.487,g
20702-36,Snapper: Bluestriped,10/30/05,Adult,Male,Sand Island Oahu FR2,Weight carcass,297.1,g
20702-36,Snapper: Bluestriped,10/30/05,Adult,Male,Sand Island Oahu FR2,Fork length,24.9,cm
20702-36,Snapper: Bluestriped,10/30/05,Adult,Male,Sand Island Oahu FR2,Total length,26.1,cm
20702-37,Snapper: Bluestriped,10/30/05,Adult,Male,Sand Island Oahu FR2,Weight liver,2.117,g
20702-37,Snapper: Bluestriped,10/30/05,Adult,Male,Sand Island Oahu FR2,Weight carcass,336.5,g
20702-37,Snapper: Bluestriped,10/30/05,Adult,Male,Sand Island Oahu FR2,Fork length,26.2,cm
20702-37,Snapper: Bluestriped,10/30/05,Adult,Male,Sand Island Oahu FR2,Total length,27.3,cm
20785-15,Snapper: Bluestriped,4/27/06,Adult,Male,Sand Island Oahu FR2,Weight carcass,239.7,g
20785-15,Snapper: Bluestriped,4/27/06,Adult,Male,Sand Island Oahu FR2,Weight liver,1.477,g
20785-15,Snapper: Bluestriped,4/27/06,Adult,Male,Sand Island Oahu FR2,Fork length,23.5,cm
20785-15,Snapper: Bluestriped,4/27/06,Adult,Male,Sand Island Oahu FR2,Total length,24.9,cm
20785-20,Snapper: Bluestriped,4/27/06,Adult,Male,Sand Island Oahu FR2,Weight carcass,113,g
20785-20,Snapper: Bluestriped,4/27/06,Adult,Male,Sand Island Oahu FR2,Weight liver,0.696,g
20785-20,Snapper: Bluestriped,4/27/06,Adult,Male,Sand Island Oahu FR2,Fork length,19.2,cm
20785-20,Snapper: Bluestriped,4/27/06,Adult,Male,Sand Island Oahu FR2,Total length,20.4,cm
20785-19,Snapper: Bluestriped,4/27/06,Adult,Male,Sand Island Oahu FR2,Weight carcass,234.1,g
20785-19,Snapper: Bluestriped,4/27/06,Adult,Male,Sand Island Oahu FR2,Weight liver,1.362,g
20785-19,Snapper: Bluestriped,4/27/06,Adult,Male,Sand Island Oahu FR2,Fork length,23.9,cm
20785-19,Snapper: Bluestriped,4/27/06,Adult,Male,Sand Island Oahu FR2,Total length,24.9,cm
20785-18,Snapper: Bluestriped,4/27/06,Adult,Female,Sand Island Oahu FR2,Weight carcass,188.5,g
20785-18,Snapper: Bluestriped,4/27/06,Adult,Female,Sand Island Oahu FR2,Weight liver,2.29,g
20785-18,Snapper: Bluestriped,4/27/06,Adult,Female,Sand Island Oahu FR2,Fork length,22.2,cm
20785-18,Snapper: Bluestriped,4/27/06,Adult,Female,Sand Island Oahu FR2,Total length,23.3,cm
20785-16,Snapper: Bluestriped,4/27/06,Adult,Female,Sand Island Oahu FR2,Weight carcass,146.6,g
20785-16,Snapper: Bluestriped,4/27/06,Adult,Female,Sand Island Oahu FR2,Weight liver,1.062,g
20785-16,Snapper: Bluestriped,4/27/06,Adult,Female,Sand Island Oahu FR2,Fork length,20.9,cm
20785-16,Snapper: Bluestriped,4/27/06,Adult,Female,Sand Island Oahu FR2,Total length,21.8,cm
20785-14,Snapper: Bluestriped,4/27/06,Adult,Male,Sand Island Oahu FR2,Weight carcass,191.1,g
20785-14,Snapper: Bluestriped,4/27/06,Adult,Male,Sand Island Oahu FR2,Weight liver,1.07,g
20785-14,Snapper: Bluestriped,4/27/06,Adult,Male,Sand Island Oahu FR2,Fork length,22.6,cm
20785-14,Snapper: Bluestriped,4/27/06,Adult,Male,Sand Island Oahu FR2,Total length,23.3,cm
20785-13,Snapper: Bluestriped,4/27/06,Adult,Male,Sand Island Oahu FR2,Weight carcass,175.3,g
20785-13,Snapper: Bluestriped,4/27/06,Adult,Male,Sand Island Oahu FR2,Weight liver,1.182,g
20785-13,Snapper: Bluestriped,4/27/06,Adult,Male,Sand Island Oahu FR2,Fork length,21.7,cm
20785-13,Snapper: Bluestriped,4/27/06,Adult,Male,Sand Island Oahu FR2,Total length,22.4,cm
20785-12,Snapper: Bluestriped,4/27/06,Adult,Female,Sand Island Oahu FR2,Weight carcass,207.2,g
20785-12,Snapper: Bluestriped,4/27/06,Adult,Female,Sand Island Oahu FR2,Weight liver,1.147,g
20785-12,Snapper: Bluestriped,4/27/06,Adult,Female,Sand Island Oahu FR2,Fork length,23.2,cm
20785-12,Snapper: Bluestriped,4/27/06,Adult,Female,Sand Island Oahu FR2,Total length,23.9,cm
20785-11,Snapper: Bluestriped,4/27/06,Adult,Female,Sand Island Oahu FR2,Weight carcass,149.1,g
20785-11,Snapper: Bluestriped,4/27/06,Adult,Female,Sand Island Oahu FR2,Weight liver,2.033,g
20785-11,Snapper: Bluestriped,4/27/06,Adult,Female,Sand Island Oahu FR2,Fork length,20.3,cm
20785-11,Snapper: Bluestriped,4/27/06,Adult,Female,Sand Island Oahu FR2,Total length,21.4,cm
20785-17,Snapper: Bluestriped,4/27/06,Adult,Male,Sand Island Oahu FR2,Weight carcass,129.6,g
20785-17,Snapper: Bluestriped,4/27/06,Adult,Male,Sand Island Oahu FR2,Weight liver,0.966,g
20785-17,Snapper: Bluestriped,4/27/06,Adult,Male,Sand Island Oahu FR2,Fork length,19.4,cm
20785-17,Snapper: Bluestriped,4/27/06,Adult,Male,Sand Island Oahu FR2,Total length,20.3,cm
20815-8,Snapper: Bluestriped,7/20/06,Adult,Male,Sand Island Oahu FR2,Weight carcass,211.7,g
20815-8,Snapper: Bluestriped,7/20/06,Adult,Male,Sand Island Oahu FR2,Weight liver,0.984,g
20815-8,Snapper: Bluestriped,7/20/06,Adult,Male,Sand Island Oahu FR2,Fork length,23.6,cm
20815-8,Snapper: Bluestriped,7/20/06,Adult,Male,Sand Island Oahu FR2,Total length,24.3,cm
20815-9,Snapper: Bluestriped,7/20/06,Adult,Male,Sand Island Oahu FR2,Weight carcass,202,g
20815-9,Snapper: Bluestriped,7/20/06,Adult,Male,Sand Island Oahu FR2,Weight liver,0.991,g
20815-9,Snapper: Bluestriped,7/20/06,Adult,Male,Sand Island Oahu FR2,Fork length,22.9,cm
20815-9,Snapper: Bluestriped,7/20/06,Adult,Male,Sand Island Oahu FR2,Total length,24.2,cm
20815-10,Snapper: Bluestriped,7/20/06,Adult,Female,Sand Island Oahu FR2,Weight carcass,150.5,g
20815-10,Snapper: Bluestriped,7/20/06,Adult,Female,Sand Island Oahu FR2,Weight liver,1.544,g
20815-10,Snapper: Bluestriped,7/20/06,Adult,Female,Sand Island Oahu FR2,Fork length,20.4,cm
20815-10,Snapper: Bluestriped,7/20/06,Adult,Female,Sand Island Oahu FR2,Total length,21.2,cm
20815-7,Snapper: Bluestriped,7/20/06,Adult,Female,Sand Island Oahu FR2,Weight carcass,215.3,g
20815-7,Snapper: Bluestriped,7/20/06,Adult,Female,Sand Island Oahu FR2,Weight liver,2.22,g
20815-7,Snapper: Bluestriped,7/20/06,Adult,Female,Sand Island Oahu FR2,Fork length,23,cm
20815-7,Snapper: Bluestriped,7/20/06,Adult,Female,Sand Island Oahu FR2,Total length,23.9,cm
20815-6,Snapper: Bluestriped,7/20/06,Adult,Female,Sand Island Oahu FR2,Weight carcass,168.9,g
20815-6,Snapper: Bluestriped,7/20/06,Adult,Female,Sand Island Oahu FR2,Weight liver,1.159,g
20815-6,Snapper: Bluestriped,7/20/06,Adult,Female,Sand Island Oahu FR2,Fork length,21.5,cm
20815-6,Snapper: Bluestriped,7/20/06,Adult,Female,Sand Island Oahu FR2,Total length,22.5,cm
20815-5,Snapper: Bluestriped,7/20/06,Adult,Female,Sand Island Oahu FR2,Weight carcass,161.2,g
20815-5,Snapper: Bluestriped,7/20/06,Adult,Female,Sand Island Oahu FR2,Weight liver,2.548,g
20815-5,Snapper: Bluestriped,7/20/06,Adult,Female,Sand Island Oahu FR2,Fork length,20.8,cm
