CaseAcc,Animal,DateCollected,Age,Sex,waypoint,Measurement,MeasureValue,MeasurementUnit
21237-5,Snapper: Bluestriped,3/24/09,Adult,Male,Waianae Outfall,Fork length,23.4,cm
21237-5,Snapper: Bluestriped,3/24/09,Adult,Male,Waianae Outfall,Total length,24.2,cm
21237-5,Snapper: Bluestriped,3/24/09,Adult,Male,Waianae Outfall,Weight carcass,229,g
21237-5,Snapper: Bluestriped,3/24/09,Adult,Male,Waianae Outfall,Weight liver,1.612,g
21237-10,Snapper: Bluestriped,3/24/09,Adult,Male,Waianae Outfall,Fork length,23.7,cm
21237-10,Snapper: Bluestriped,3/24/09,Adult,Male,Waianae Outfall,Total length,24.6,cm
21237-10,Snapper: Bluestriped,3/24/09,Adult,Male,Waianae Outfall,Weight carcass,229.3,g
21237-10,Snapper: Bluestriped,3/24/09,Adult,Male,Waianae Outfall,Weight liver,1.748,g
21237-9,Snapper: Bluestriped,3/24/09,Adult,Female,Waianae Outfall,Fork length,22.4,cm
21237-9,Snapper: Bluestriped,3/24/09,Adult,Female,Waianae Outfall,Total length,23.4,cm
21237-9,Snapper: Bluestriped,3/24/09,Adult,Female,Waianae Outfall,Weight carcass,195.6,g
21237-9,Snapper: Bluestriped,3/24/09,Adult,Female,Waianae Outfall,Weight liver,1.296,g
21237-8,Snapper: Bluestriped,3/24/09,Adult,Male,Waianae Outfall,Fork length,22.7,cm
21237-8,Snapper: Bluestriped,3/24/09,Adult,Male,Waianae Outfall,Total length,23.7,cm
21237-8,Snapper: Bluestriped,3/24/09,Adult,Male,Waianae Outfall,Weight carcass,209.5,g
21237-8,Snapper: Bluestriped,3/24/09,Adult,Male,Waianae Outfall,Weight liver,1.783,g
21237-1,Snapper: Bluestriped,3/24/09,Adult,Male,Waianae Outfall,Fork length,23,cm
21237-1,Snapper: Bluestriped,3/24/09,Adult,Male,Waianae Outfall,Total length,24.4,cm
21237-1,Snapper: Bluestriped,3/24/09,Adult,Male,Waianae Outfall,Weight carcass,203.4,g
21237-1,Snapper: Bluestriped,3/24/09,Adult,Male,Waianae Outfall,Weight liver,1.159,g
21237-7,Snapper: Bluestriped,3/24/09,Adult,Male,Waianae Outfall,Fork length,25.8,cm
21237-7,Snapper: Bluestriped,3/24/09,Adult,Male,Waianae Outfall,Total length,26.9,cm
21237-7,Snapper: Bluestriped,3/24/09,Adult,Male,Waianae Outfall,Weight carcass,304.9,g
21237-7,Snapper: Bluestriped,3/24/09,Adult,Male,Waianae Outfall,Weight liver,2.473,g
21237-4,Snapper: Bluestriped,3/24/09,Adult,Female,Waianae Outfall,Fork length,23.2,cm
21237-4,Snapper: Bluestriped,3/24/09,Adult,Female,Waianae Outfall,Total length,23.7,cm
21237-4,Snapper: Bluestriped,3/24/09,Adult,Female,Waianae Outfall,Weight carcass,229.3,g
21237-4,Snapper: Bluestriped,3/24/09,Adult,Female,Waianae Outfall,Weight liver,2.272,g
21237-3,Snapper: Bluestriped,3/24/09,Adult,Male,Waianae Outfall,Fork length,24.6,cm
21237-3,Snapper: Bluestriped,3/24/09,Adult,Male,Waianae Outfall,Total length,25.8,cm
21237-3,Snapper: Bluestriped,3/24/09,Adult,Male,Waianae Outfall,Weight carcass,264.2,g
21237-3,Snapper: Bluestriped,3/24/09,Adult,Male,Waianae Outfall,Weight liver,1.215,g
21237-2,Snapper: Bluestriped,3/24/09,Adult,Male,Waianae Outfall,Fork length,25,cm
21237-2,Snapper: Bluestriped,3/24/09,Adult,Male,Waianae Outfall,Total length,25.9,cm
21237-2,Snapper: Bluestriped,3/24/09,Adult,Male,Waianae Outfall,Weight carcass,273.1,g
21237-2,Snapper: Bluestriped,3/24/09,Adult,Male,Waianae Outfall,Weight liver,2.479,g
21418-17,Snapper: Bluestriped,4/11/10,Adult,Male,Waianae Outfall,Fork length,23.4,cm
21418-17,Snapper: Bluestriped,4/11/10,Adult,Male,Waianae Outfall,Total length,24.9,cm
21418-17,Snapper: Bluestriped,4/11/10,Adult,Male,Waianae Outfall,Weight carcass,228.5,g
21418-17,Snapper: Bluestriped,4/11/10,Adult,Male,Waianae Outfall,Weight liver,1.53,g
21418-12,Snapper: Bluestriped,4/11/10,Adult,Male,Waianae Outfall,Fork length,21.3,cm
21418-12,Snapper: Bluestriped,4/11/10,Adult,Male,Waianae Outfall,Total length,22.4,cm
21418-12,Snapper: Bluestriped,4/11/10,Adult,Male,Waianae Outfall,Weight carcass,163.6,g
21418-12,Snapper: Bluestriped,4/11/10,Adult,Male,Waianae Outfall,Weight liver,1.362,g
21418-20,Snapper: Bluestriped,4/11/10,Adult,Male,Waianae Outfall,Fork length,21.3,cm
21418-20,Snapper: Bluestriped,4/11/10,Adult,Male,Waianae Outfall,Total length,22.2,cm
21418-20,Snapper: Bluestriped,4/11/10,Adult,Male,Waianae Outfall,Weight carcass,161.4,g
21418-20,Snapper: Bluestriped,4/11/10,Adult,Male,Waianae Outfall,Weight liver,1.175,g
21418-19,Snapper: Bluestriped,4/11/10,Adult,Female,Waianae Outfall,Fork length,21.4,cm
21418-19,Snapper: Bluestriped,4/11/10,Adult,Female,Waianae Outfall,Total length,22.4,cm
21418-19,Snapper: Bluestriped,4/11/10,Adult,Female,Waianae Outfall,Weight carcass,148.8,g
21418-19,Snapper: Bluestriped,4/11/10,Adult,Female,Waianae Outfall,Weight liver,1.055,g
21418-18,Snapper: Bluestriped,4/11/10,Adult,Male,Waianae Outfall,Fork length,24.3,cm
21418-18,Snapper: Bluestriped,4/11/10,Adult,Male,Waianae Outfall,Total length,25.7,cm
21418-18,Snapper: Bluestriped,4/11/10,Adult,Male,Waianae Outfall,Weight carcass,281,g
21418-18,Snapper: Bluestriped,4/11/10,Adult,Male,Waianae Outfall,Weight liver,4.672,g
21418-15,Snapper: Bluestriped,4/11/10,Adult,Male,Waianae Outfall,Fork length,21.9,cm
21418-15,Snapper: Bluestriped,4/11/10,Adult,Male,Waianae Outfall,Total length,22.9,cm
21418-15,Snapper: Bluestriped,4/11/10,Adult,Male,Waianae Outfall,Weight carcass,180.5,g
21418-15,Snapper: Bluestriped,4/11/10,Adult,Male,Waianae Outfall,Weight liver,1.462,g
21418-13,Snapper: Bluestriped,4/11/10,Adult,Female,Waianae Outfall,Fork length,21.8,cm
21418-13,Snapper: Bluestriped,4/11/10,Adult,Female,Waianae Outfall,Total length,23,cm
21418-13,Snapper: Bluestriped,4/11/10,Adult,Female,Waianae Outfall,Weight carcass,204.9,g
21418-13,Snapper: Bluestriped,4/11/10,Adult,Female,Waianae Outfall,Weight liver,2.145,g
21418-11,Snapper: Bluestriped,4/11/10,Adult,Female,Waianae Outfall,Fork length,21.8,cm
21418-11,Snapper: Bluestriped,4/11/10,Adult,Female,Waianae Outfall,Total length,22.8,cm
21418-11,Snapper: Bluestriped,4/11/10,Adult,Female,Waianae Outfall,Weight carcass,179.1,g
21418-11,Snapper: Bluestriped,4/11/10,Adult,Female,Waianae Outfall,Weight liver,1.434,g
21418-16,Snapper: Bluestriped,4/11/10,Adult,Female,Waianae Outfall,Fork length,23.9,cm
21418-16,Snapper: Bluestriped,4/11/10,Adult,Female,Waianae Outfall,Total length,25.2,cm
21418-16,Snapper: Bluestriped,4/11/10,Adult,Female,Waianae Outfall,Weight carcass,242.3,g
21418-16,Snapper: Bluestriped,4/11/10,Adult,Female,Waianae Outfall,Weight liver,2.115,g
21418-14,Snapper: Bluestriped,4/11/10,Adult,Female,Waianae Outfall,Fork length,22.5,cm
21418-14,Snapper: Bluestriped,4/11/10,Adult,Female,Waianae Outfall,Total length,23.7,cm
21418-14,Snapper: Bluestriped,4/11/10,Adult,Female,Waianae Outfall,Weight carcass,202.5,g
21418-14,Snapper: Bluestriped,4/11/10,Adult,Female,Waianae Outfall,Weight liver,2.13,g
21589-26,Snapper: Bluestriped,4/30/11,Adult,Male,Waianae Outfall,Fork length,22.9,cm
21589-26,Snapper: Bluestriped,4/30/11,Adult,Male,Waianae Outfall,Total length,24.3,cm
21589-26,Snapper: Bluestriped,4/30/11,Adult,Male,Waianae Outfall,Weight carcass,213.8,g
21589-26,Snapper: Bluestriped,4/30/11,Adult,Male,Waianae Outfall,Weight liver,3.276,g
21589-29,Snapper: Bluestriped,4/30/11,Adult,Male,Waianae Outfall,Fork length,22.8,cm
21589-29,Snapper: Bluestriped,4/30/11,Adult,Male,Waianae Outfall,Total length,24.5,cm
21589-29,Snapper: Bluestriped,4/30/11,Adult,Male,Waianae Outfall,Weight carcass,200.5,g
21589-29,Snapper: Bluestriped,4/30/11,Adult,Male,Waianae Outfall,Weight liver,1.182,g
21589-27,Snapper: Bluestriped,4/30/11,Adult,Male,Waianae Outfall,Fork length,23.3,cm
21589-27,Snapper: Bluestriped,4/30/11,Adult,Male,Waianae Outfall,Total length,24.6,cm
21589-27,Snapper: Bluestriped,4/30/11,Adult,Male,Waianae Outfall,Weight carcass,213,g
21589-27,Snapper: Bluestriped,4/30/11,Adult,Male,Waianae Outfall,Weight liver,1.2,g
21589-30,Snapper: Bluestriped,4/30/11,Adult,Female,Waianae Outfall,Fork length,22.6,cm
21589-30,Snapper: Bluestriped,4/30/11,Adult,Female,Waianae Outfall,Total length,23.6,cm
21589-30,Snapper: Bluestriped,4/30/11,Adult,Female,Waianae Outfall,Weight carcass,211.3,g
21589-30,Snapper: Bluestriped,4/30/11,Adult,Female,Waianae Outfall,Weight liver,2.54,g
21589-25,Snapper: Bluestriped,4/30/11,Adult,Female,Waianae Outfall,Fork length,20.5,cm
21589-25,Snapper: Bluestriped,4/30/11,Adult,Female,Waianae Outfall,Total length,21.1,cm
21589-25,Snapper: Bluestriped,4/30/11,Adult,Female,Waianae Outfall,Weight carcass,138.2,g
21589-25,Snapper: Bluestriped,4/30/11,Adult,Female,Waianae Outfall,Weight liver,1.305,g
21589-24,Snapper: Bluestriped,4/30/11,Adult,Male,Waianae Outfall,Fork length,20.2,cm
21589-24,Snapper: Bluestriped,4/30/11,Adult,Male,Waianae Outfall,Total length,21.2,cm
21589-24,Snapper: Bluestriped,4/30/11,Adult,Male,Waianae Outfall,Weight carcass,139.8,g
21589-24,Snapper: Bluestriped,4/30/11,Adult,Male,Waianae Outfall,Weight liver,1.108,g
21589-23,Snapper: Bluestriped,4/30/11,Adult,Male,Waianae Outfall,Fork length,22.2,cm
21589-23,Snapper: Bluestriped,4/30/11,Adult,Male,Waianae Outfall,Total length,22.6,cm
21589-23,Snapper: Bluestriped,4/30/11,Adult,Male,Waianae Outfall,Weight carcass,185.8,g
21589-23,Snapper: Bluestriped,4/30/11,Adult,Male,Waianae Outfall,Weight liver,1.251,g
21589-22,Snapper: Bluestriped,4/30/11,Adult,Male,Waianae Outfall,Fork length,22.1,cm
21589-22,Snapper: Bluestriped,4/30/11,Adult,Male,Waianae Outfall,Total length,22.2,cm
21589-22,Snapper: Bluestriped,4/30/11,Adult,Male,Waianae Outfall,Weight carcass,202.9,g
21589-22,Snapper: Bluestriped,4/30/11,Adult,Male,Waianae Outfall,Weight liver,1.558,g
21589-21,Snapper: Bluestriped,4/30/11,Adult,Female,Waianae Outfall,Fork length,23.1,cm
21589-21,Snapper: Bluestriped,4/30/11,Adult,Female,Waianae Outfall,Total length,24.7,cm
21589-21,Snapper: Bluestriped,4/30/11,Adult,Female,Waianae Outfall,Weight carcass,206.6,g
21589-21,Snapper: Bluestriped,4/30/11,Adult,Female,Waianae Outfall,Weight liver,1.882,g
21589-28,Snapper: Bluestriped,4/30/11,Adult,Female,Waianae Outfall,Fork length,23.9,cm
21589-28,Snapper: Bluestriped,4/30/11,Adult,Female,Waianae Outfall,Total length,25.3,cm
21589-28,Snapper: Bluestriped,4/30/11,Adult,Female,Waianae Outfall,Weight carcass,248.3,g
21589-28,Snapper: Bluestriped,4/30/11,Adult,Female,Waianae Outfall,Weight liver,2.98,g
21833-15,Snapper: Bluestriped,10/10/12,Adult,Male,Waianae Outfall,Fork length,25.1,cm
21833-15,Snapper: Bluestriped,10/10/12,Adult,Male,Waianae Outfall,Total length,26.1,cm
21833-15,Snapper: Bluestriped,10/10/12,Adult,Male,Waianae Outfall,Weight carcass,260.4,g
21833-15,Snapper: Bluestriped,10/10/12,Adult,Male,Waianae Outfall,Weight liver,2.043,g
21833-20,Snapper: Bluestriped,10/10/12,Adult,Male,Waianae Outfall,Fork length,22.3,cm
21833-20,Snapper: Bluestriped,10/10/12,Adult,Male,Waianae Outfall,Total length,23.2,cm
21833-20,Snapper: Bluestriped,10/10/12,Adult,Male,Waianae Outfall,Weight carcass,205.7,g
21833-20,Snapper: Bluestriped,10/10/12,Adult,Male,Waianae Outfall,Weight liver,1.65,g
21833-19,Snapper: Bluestriped,10/10/12,Adult,Male,Waianae Outfall,Fork length,24,cm
21833-19,Snapper: Bluestriped,10/10/12,Adult,Male,Waianae Outfall,Total length,25.3,cm
21833-19,Snapper: Bluestriped,10/10/12,Adult,Male,Waianae Outfall,Weight carcass,246.7,g
21833-19,Snapper: Bluestriped,10/10/12,Adult,Male,Waianae Outfall,Weight liver,1.996,g
21833-18,Snapper: Bluestriped,10/10/12,Adult,Male,Waianae Outfall,Fork length,25.3,cm
21833-18,Snapper: Bluestriped,10/10/12,Adult,Male,Waianae Outfall,Total length,26,cm
21833-18,Snapper: Bluestriped,10/10/12,Adult,Male,Waianae Outfall,Weight carcass,288.2,g
21833-18,Snapper: Bluestriped,10/10/12,Adult,Male,Waianae Outfall,Weight liver,2.179,g
21833-16,Snapper: Bluestriped,10/10/12,Adult,Male,Waianae Outfall,Fork length,26.2,cm
21833-16,Snapper: Bluestriped,10/10/12,Adult,Male,Waianae Outfall,Total length,27.2,cm
21833-16,Snapper: Bluestriped,10/10/12,Adult,Male,Waianae Outfall,Weight carcass,311.1,g
21833-16,Snapper: Bluestriped,10/10/12,Adult,Male,Waianae Outfall,Weight liver,2.107,g
21833-13,Snapper: Bluestriped,10/10/12,Adult,Male,Waianae Outfall,Fork length,26.4,cm
21833-13,Snapper: Bluestriped,10/10/12,Adult,Male,Waianae Outfall,Total length,27.4,cm
21833-13,Snapper: Bluestriped,10/10/12,Adult,Male,Waianae Outfall,Weight carcass,342.6,g
21833-13,Snapper: Bluestriped,10/10/12,Adult,Male,Waianae Outfall,Weight liver,1.966,g
21833-12,Snapper: Bluestriped,10/10/12,Adult,Male,Waianae Outfall,Fork length,23.7,cm
21833-12,Snapper: Bluestriped,10/10/12,Adult,Male,Waianae Outfall,Total length,24.5,cm
21833-12,Snapper: Bluestriped,10/10/12,Adult,Male,Waianae Outfall,Weight carcass,238.4,g
21833-12,Snapper: Bluestriped,10/10/12,Adult,Male,Waianae Outfall,Weight liver,2.186,g
21833-11,Snapper: Bluestriped,10/10/12,Adult,Male,Waianae Outfall,Fork length,26.4,cm
21833-11,Snapper: Bluestriped,10/10/12,Adult,Male,Waianae Outfall,Total length,27.3,cm
21833-11,Snapper: Bluestriped,10/10/12,Adult,Male,Waianae Outfall,Weight carcass,325.3,g
21833-11,Snapper: Bluestriped,10/10/12,Adult,Male,Waianae Outfall,Weight liver,1.942,g
21833-17,Snapper: Bluestriped,10/10/12,Adult,Male,Waianae Outfall,Fork length,25.5,cm
21833-17,Snapper: Bluestriped,10/10/12,Adult,Male,Waianae Outfall,Total length,26.4,cm
21833-17,Snapper: Bluestriped,10/10/12,Adult,Male,Waianae Outfall,Weight carcass,288.2,g
21833-17,Snapper: Bluestriped,10/10/12,Adult,Male,Waianae Outfall,Weight liver,1.573,g
21833-14,Snapper: Bluestriped,10/10/12,Adult,Female,Waianae Outfall,Fork length,20.8,cm
21833-14,Snapper: Bluestriped,10/10/12,Adult,Female,Waianae Outfall,Total length,21.3,cm
21833-14,Snapper: Bluestriped,10/10/12,Adult,Female,Waianae Outfall,Weight carcass,157,g
21833-14,Snapper: Bluestriped,10/10/12,Adult,Female,Waianae Outfall,Weight liver,1.36,g
21914-29,Snapper: Bluestriped,5/14/13,Adult,Male,Waianae Outfall,Fork length,21.9,cm
21914-29,Snapper: Bluestriped,5/14/13,Adult,Male,Waianae Outfall,Total length,22.6,cm
21914-29,Snapper: Bluestriped,5/14/13,Adult,Male,Waianae Outfall,Weight carcass,175.7,g
21914-29,Snapper: Bluestriped,5/14/13,Adult,Male,Waianae Outfall,Weight liver,0.977,g
21914-28,Snapper: Bluestriped,5/14/13,Adult,Male,Waianae Outfall,Fork length,24.6,cm
21914-28,Snapper: Bluestriped,5/14/13,Adult,Male,Waianae Outfall,Total length,26,cm
21914-28,Snapper: Bluestriped,5/14/13,Adult,Male,Waianae Outfall,Weight carcass,257.3,g
21914-28,Snapper: Bluestriped,5/14/13,Adult,Male,Waianae Outfall,Weight liver,1.817,g
21914-27,Snapper: Bluestriped,5/14/13,Adult,Male,Waianae Outfall,Fork length,22.6,cm
21914-27,Snapper: Bluestriped,5/14/13,Adult,Male,Waianae Outfall,Total length,23.1,cm
21914-27,Snapper: Bluestriped,5/14/13,Adult,Male,Waianae Outfall,Weight carcass,196.3,g
21914-27,Snapper: Bluestriped,5/14/13,Adult,Male,Waianae Outfall,Weight liver,1.607,g
21914-26,Snapper: Bluestriped,5/14/13,Adult,Male,Waianae Outfall,Fork length,24.5,cm
21914-26,Snapper: Bluestriped,5/14/13,Adult,Male,Waianae Outfall,Total length,25.4,cm
21914-26,Snapper: Bluestriped,5/14/13,Adult,Male,Waianae Outfall,Weight carcass,293,g
21914-26,Snapper: Bluestriped,5/14/13,Adult,Male,Waianae Outfall,Weight liver,2.256,g
21914-24,Snapper: Bluestriped,5/14/13,Adult,Male,Waianae Outfall,Fork length,24.5,cm
21914-24,Snapper: Bluestriped,5/14/13,Adult,Male,Waianae Outfall,Total length,25.9,cm
21914-24,Snapper: Bluestriped,5/14/13,Adult,Male,Waianae Outfall,Weight carcass,279.5,g
21914-24,Snapper: Bluestriped,5/14/13,Adult,Male,Waianae Outfall,Weight liver,3.805,g
21914-23,Snapper: Bluestriped,5/14/13,Adult,Female,Waianae Outfall,Fork length,20.2,cm
21914-23,Snapper: Bluestriped,5/14/13,Adult,Female,Waianae Outfall,Total length,21.3,cm
21914-23,Snapper: Bluestriped,5/14/13,Adult,Female,Waianae Outfall,Weight carcass,140,g
21914-23,Snapper: Bluestriped,5/14/13,Adult,Female,Waianae Outfall,Weight liver,0.784,g
21914-22,Snapper: Bluestriped,5/14/13,Adult,Male,Waianae Outfall,Fork length,28.6,cm
21914-22,Snapper: Bluestriped,5/14/13,Adult,Male,Waianae Outfall,Total length,30.2,cm
21914-22,Snapper: Bluestriped,5/14/13,Adult,Male,Waianae Outfall,Weight carcass,409.1,g
21914-22,Snapper: Bluestriped,5/14/13,Adult,Male,Waianae Outfall,Weight liver,3.495,g
21914-21,Snapper: Bluestriped,5/14/13,Adult,Male,Waianae Outfall,Fork length,23.1,cm
21914-21,Snapper: Bluestriped,5/14/13,Adult,Male,Waianae Outfall,Total length,24.2,cm
21914-21,Snapper: Bluestriped,5/14/13,Adult,Male,Waianae Outfall,Weight carcass,212.6,g
21914-21,Snapper: Bluestriped,5/14/13,Adult,Male,Waianae Outfall,Weight liver,1.049,g
21914-25,Snapper: Bluestriped,5/14/13,Adult,Male,Waianae Outfall,Fork length,24.9,cm
21914-25,Snapper: Bluestriped,5/14/13,Adult,Male,Waianae Outfall,Total length,25.8,cm
21914-25,Snapper: Bluestriped,5/14/13,Adult,Male,Waianae Outfall,Weight carcass,275.3,g
21914-25,Snapper: Bluestriped,5/14/13,Adult,Male,Waianae Outfall,Weight liver,2.54,g
21914-30,Snapper: Bluestriped,5/14/13,Adult,Male,Waianae Outfall,Fork length,25.1,cm
21914-30,Snapper: Bluestriped,5/14/13,Adult,Male,Waianae Outfall,Total length,25.7,cm
21914-30,Snapper: Bluestriped,5/14/13,Adult,Male,Waianae Outfall,Weight carcass,255,g
21914-30,Snapper: Bluestriped,5/14/13,Adult,Male,Waianae Outfall,Weight liver,1.262,g
25125-16,Snapper: Bluestriped,11/28/14,Adult,Male,Waianae Outfall,Fork length,25.3,cm
25125-16,Snapper: Bluestriped,11/28/14,Adult,Male,Waianae Outfall,Total length,26.5,cm
25125-16,Snapper: Bluestriped,11/28/14,Adult,Male,Waianae Outfall,Weight carcass,284.6,g
25125-16,Snapper: Bluestriped,11/28/14,Adult,Male,Waianae Outfall,Weight liver,1.481,g
25125-17,Snapper: Bluestriped,11/28/14,Adult,Female,Waianae Outfall,Fork length,19.8,cm
25125-17,Snapper: Bluestriped,11/28/14,Adult,Female,Waianae Outfall,Total length,21.1,cm
25125-17,Snapper: Bluestriped,11/28/14,Adult,Female,Waianae Outfall,Weight carcass,116.8,g
25125-17,Snapper: Bluestriped,11/28/14,Adult,Female,Waianae Outfall,Weight liver,0.639,g
25125-20,Snapper: Bluestriped,11/28/14,Adult,Male,Waianae Outfall,Fork length,20.3,cm
25125-20,Snapper: Bluestriped,11/28/14,Adult,Male,Waianae Outfall,Total length,21.7,cm
25125-20,Snapper: Bluestriped,11/28/14,Adult,Male,Waianae Outfall,Weight carcass,123.5,g
25125-20,Snapper: Bluestriped,11/28/14,Adult,Male,Waianae Outfall,Weight liver,0.584,g
25125-19,Snapper: Bluestriped,11/28/14,Adult,Female,Waianae Outfall,Fork length,22.2,cm
25125-19,Snapper: Bluestriped,11/28/14,Adult,Female,Waianae Outfall,Total length,23.3,cm
25125-19,Snapper: Bluestriped,11/28/14,Adult,Female,Waianae Outfall,Weight carcass,183,g
25125-19,Snapper: Bluestriped,11/28/14,Adult,Female,Waianae Outfall,Weight liver,1.46,g
25125-11,Snapper: Bluestriped,11/28/14,Adult,Male,Waianae Outfall,Fork length,24.7,cm
25125-11,Snapper: Bluestriped,11/28/14,Adult,Male,Waianae Outfall,Total length,26.6,cm
25125-11,Snapper: Bluestriped,11/28/14,Adult,Male,Waianae Outfall,Weight carcass,243.4,g
25125-11,Snapper: Bluestriped,11/28/14,Adult,Male,Waianae Outfall,Weight liver,1.607,g
25125-14,Snapper: Bluestriped,11/28/14,Adult,Female,Waianae Outfall,Fork length,22.7,cm
25125-14,Snapper: Bluestriped,11/28/14,Adult,Female,Waianae Outfall,Total length,24,cm
25125-14,Snapper: Bluestriped,11/28/14,Adult,Female,Waianae Outfall,Weight carcass,199.6,g
25125-14,Snapper: Bluestriped,11/28/14,Adult,Female,Waianae Outfall,Weight liver,1.785,g
25125-13,Snapper: Bluestriped,11/28/14,Adult,Male,Waianae Outfall,Fork length,25.8,cm
25125-13,Snapper: Bluestriped,11/28/14,Adult,Male,Waianae Outfall,Total length,27.1,cm
25125-13,Snapper: Bluestriped,11/28/14,Adult,Male,Waianae Outfall,Weight carcass,295.9,g
25125-13,Snapper: Bluestriped,11/28/14,Adult,Male,Waianae Outfall,Weight liver,1.716,g
25125-12,Snapper: Bluestriped,11/28/14,Adult,Male,Waianae Outfall,Fork length,20.3,cm
25125-12,Snapper: Bluestriped,11/28/14,Adult,Male,Waianae Outfall,Total length,21.9,cm
25125-12,Snapper: Bluestriped,11/28/14,Adult,Male,Waianae Outfall,Weight carcass,137.7,g
25125-12,Snapper: Bluestriped,11/28/14,Adult,Male,Waianae Outfall,Weight liver,0.664,g
25125-18,Snapper: Bluestriped,11/28/14,Adult,Male,Waianae Outfall,Fork length,24.4,cm
25125-18,Snapper: Bluestriped,11/28/14,Adult,Male,Waianae Outfall,Total length,26.6,cm
25125-18,Snapper: Bluestriped,11/28/14,Adult,Male,Waianae Outfall,Weight carcass,259.4,g
25125-18,Snapper: Bluestriped,11/28/14,Adult,Male,Waianae Outfall,Weight liver,1.72,g
25125-15,Snapper: Bluestriped,11/28/14,Adult,Male,Waianae Outfall,Fork length,21.6,cm
25125-15,Snapper: Bluestriped,11/28/14,Adult,Male,Waianae Outfall,Total length,22.9,cm
25125-15,Snapper: Bluestriped,11/28/14,Adult,Male,Waianae Outfall,Weight carcass,164.4,g
25125-15,Snapper: Bluestriped,11/28/14,Adult,Male,Waianae Outfall,Weight liver,0.831,g
25258-12,Snapper: Bluestriped,11/11/15,Adult,Female,Waianae Outfall,Fork length,21.8,cm
25258-12,Snapper: Bluestriped,11/11/15,Adult,Female,Waianae Outfall,Total length,22.4,cm
25258-12,Snapper: Bluestriped,11/11/15,Adult,Female,Waianae Outfall,Weight carcass,185,g
25258-12,Snapper: Bluestriped,11/11/15,Adult,Female,Waianae Outfall,Weight liver,1.45,g
25258-17,Snapper: Bluestriped,11/11/15,Adult,Male,Waianae Outfall,Fork length,27,cm
25258-17,Snapper: Bluestriped,11/11/15,Adult,Male,Waianae Outfall,Total length,28.2,cm
25258-17,Snapper: Bluestriped,11/11/15,Adult,Male,Waianae Outfall,Weight carcass,325,g
25258-17,Snapper: Bluestriped,11/11/15,Adult,Male,Waianae Outfall,Weight liver,1.7,g
25258-20,Snapper: Bluestriped,11/11/15,Adult,Male,Waianae Outfall,Fork length,18.6,cm
25258-20,Snapper: Bluestriped,11/11/15,Adult,Male,Waianae Outfall,Total length,19.2,cm
25258-20,Snapper: Bluestriped,11/11/15,Adult,Male,Waianae Outfall,Weight carcass,105,g
25258-20,Snapper: Bluestriped,11/11/15,Adult,Male,Waianae Outfall,Weight liver,0.57,g
25258-19,Snapper: Bluestriped,11/11/15,Adult,Male,Waianae Outfall,Fork length,22.3,cm
25258-19,Snapper: Bluestriped,11/11/15,Adult,Male,Waianae Outfall,Total length,23.3,cm
25258-19,Snapper: Bluestriped,11/11/15,Adult,Male,Waianae Outfall,Weight carcass,212,g
25258-19,Snapper: Bluestriped,11/11/15,Adult,Male,Waianae Outfall,Weight liver,3.51,g
25258-18,Snapper: Bluestriped,11/11/15,Adult,Male,Waianae Outfall,Fork length,22.3,cm
25258-18,Snapper: Bluestriped,11/11/15,Adult,Male,Waianae Outfall,Total length,23.8,cm
25258-18,Snapper: Bluestriped,11/11/15,Adult,Male,Waianae Outfall,Weight carcass,178,g
25258-18,Snapper: Bluestriped,11/11/15,Adult,Male,Waianae Outfall,Weight liver,0.89,g
25258-16,Snapper: Bluestriped,11/11/15,Adult,Male,Waianae Outfall,Fork length,25.5,cm
25258-16,Snapper: Bluestriped,11/11/15,Adult,Male,Waianae Outfall,Total length,27.1,cm
25258-16,Snapper: Bluestriped,11/11/15,Adult,Male,Waianae Outfall,Weight carcass,286,g
25258-16,Snapper: Bluestriped,11/11/15,Adult,Male,Waianae Outfall,Weight liver,2.06,g
25258-15,Snapper: Bluestriped,11/11/15,Adult,Male,Waianae Outfall,Fork length,22.1,cm
25258-15,Snapper: Bluestriped,11/11/15,Adult,Male,Waianae Outfall,Total length,22.2,cm
25258-15,Snapper: Bluestriped,11/11/15,Adult,Male,Waianae Outfall,Weight carcass,170,g
25258-15,Snapper: Bluestriped,11/11/15,Adult,Male,Waianae Outfall,Weight liver,0.9,g
25258-13,Snapper: Bluestriped,11/11/15,Adult,Female,Waianae Outfall,Fork length,23,cm
25258-13,Snapper: Bluestriped,11/11/15,Adult,Female,Waianae Outfall,Total length,24.1,cm
25258-13,Snapper: Bluestriped,11/11/15,Adult,Female,Waianae Outfall,Weight carcass,230,g
25258-13,Snapper: Bluestriped,11/11/15,Adult,Female,Waianae Outfall,Weight liver,1.38,g
25258-11,Snapper: Bluestriped,11/11/15,Adult,Female,Waianae Outfall,Fork length,22.4,cm
25258-11,Snapper: Bluestriped,11/11/15,Adult,Female,Waianae Outfall,Total length,23.9,cm
25258-11,Snapper: Bluestriped,11/11/15,Adult,Female,Waianae Outfall,Weight carcass,211,g
25258-11,Snapper: Bluestriped,11/11/15,Adult,Female,Waianae Outfall,Weight liver,2.14,g
25258-14,Snapper: Bluestriped,11/11/15,Adult,Female,Waianae Outfall,Fork length,18.5,cm
25258-14,Snapper: Bluestriped,11/11/15,Adult,Female,Waianae Outfall,Total length,19.5,cm
